lacm,field,sex,laf,age,specnat,measure,gonads,wt,coll,datecoll,family,species,genus,spp,locality,state,county,ele,lat,lng,date,year,month,Description,abv,cty,cty2
74634,130,M,NA,Adult,SS,,TNE,NA,"WALTNER, R C",12-Dec-67,Picidae,Picumnus innominatus,Picumnus,innominatus,"NEPAL  KATMANDU NA SUNDRIJUL, ABOVE",,KATMANDU,5000 F,27.72,85.32,12/12/1967,1967,12,study skin,NA,Katmandu,Katmandu
122143,19-3018,M,9321,,SN,W = 137,L + R TESTES 4 X 3,71,CALIFORNIA WILDLIFE CENTER,20-Aug-19,Picidae,Melanerpes formicivorus,Melanerpes,bairdi,UNITED STATES CALIFORNIA LOS ANGELES CO NA AGOURA HILLS,CALIFORNIA,LOS ANGELES CO,,NA,NA,8/20/2019,2019,8,complete skeleton,CA,Los Angeles Co,Los Angeles County
80730,,F,NA,,SS,,OE,28,"KYONGO, J N AND J ITHIA",18-Mar-72,Muscicapidae,Cossypha caffra,Cossypha,iolaema,KENYA EASTERN PROV KITUI DIST NA MWINGI,EASTERN PROV,KITUI DIST,,-0.93,38.07,3/18/1972,1972,3,study skin,NA,Kitui Dist,Kitui Dist
100281,,U,NA,,SN,,,NA,"RISKA, D E",22-Apr-82,Laridae,Sterna fuscata,Sterna,fuscata,UNITED STATES FLORIDA MONROE CO NA DRY TORTUGAS,FLORIDA,MONROE CO,,24.6436291,-82.877037,4/22/1982,1982,4,complete skeleton,FL,Monroe Co,Monroe County
45984,,M,NA,,SS,,,NA,"HIDASI, J",22-May-64,Furnariidae,Synallaxis frontalis,Synallaxis,frontalis,BRAZIL GOIAS  NA GOIANIA,GOIAS,,,-16.67,-49.27,5/22/1964,1964,5,study skin,NA,,
119347,20,M,NA,,SN,,,NA,"MATSON, R H",19-Mar-78,Fringillidae,Carpodacus mexicanus,Carpodacus,frontalis,UNITED STATES CALIFORNIA SANTA BARBARA CO NA SANTA CRUZ IS,CALIFORNIA,SANTA BARBARA CO,,NA,NA,3/19/1978,1978,3,complete skeleton,CA,Santa Barbara Co,Santa Barbara County
23688,1583,F,NA,,SS,,,NA,"WILLETT, GEORGE",8-Dec-14,Emberizidae,Junco hyemalis,Junco,caniceps,UNITED STATES ARIZONA GILA CO NA SIERRA ANCHA MTS,ARIZONA,GILA CO,,33.8217149,-110.8784493,12/8/1914,1914,12,study skin,AZ,Gila Co,Gila County
25626,,F,NA,,SS,,,NA,"BARROS V, R",29-Dec-54,Rhinocryptidae,Pteroptochos megapodius,Pteroptochos,megapodius,CHILE O HIGGINS PROV  NA LA BUITRERA,O HIGGINS PROV,,,-33.98,-70.67,12/29/1954,1954,12,study skin,NA,,
74586,,F,NA,,SS,,,NA,"FRIESEN, W",2-Mar-68,Emberizidae,Emberiza cia,Emberiza,stracheyi,INDIA UTTAR PRADESH DEHRA DUN DIST NA MUSSOORIE,UTTAR PRADESH,DEHRA DUN DIST,6400 F,30.43,78.08,3/2/1968,1968,3,study skin,NA,Dehra Dun Dist,Dehra Dun Dist
68101,BG30,M,NA,Adult,SS,,TSE,46,"ARCHER, A L",26-Nov-67,Pycnonotidae,Bleda syndactyla,Bleda,woosnami,UGANDA BUNYORO KINGDOM  NA BUGOMA FOREST,BUNYORO KINGDOM,,3800 F,1.25,30.88,11/26/1967,1967,11,study skin,NA,,
109895,509,F,NA,,SN,,,NA,"CAMPBELL, K E",27-Apr-70,Accipitridae,Buteo polyosoma,Buteo,polyosoma,PERU PIURA DEPT  NA MANCORA,PIURA DEPT,,,NA,NA,4/27/1970,1970,4,complete skeleton,NA,,
796,17,M,NA,,SS,,,NA,"HORNUNG, J",17-Sep-15,Paridae,Baeolophus inornatus,Baeolophus,transpositus,UNITED STATES CALIFORNIA LOS ANGELES CO NA OAK CREST,CALIFORNIA,LOS ANGELES CO,,34.1,-118.3666667,9/17/1915,1915,9,study skin,CA,Los Angeles Co,Los Angeles County
79094,23445,F,NA,Adult,SS,,,NA,,16-Jun-68,Oriolidae,Oriolus larvatus,Oriolus,additus,MOZAMBIQUE MANICA E SOFALA BEIRA DIST NA DONDO,MANICA E SOFALA,BEIRA DIST,,-19.25,34.25,6/16/1968,1968,6,study skin,NA,Beira Dist,Beira Dist
5465,331,M,NA,,SS,,,NA,"GAYLORD, H A",02 MAY 1896,Scolopacidae,Calidris minutilla,Calidris,,UNITED STATES CALIFORNIA LOS ANGELES CO NA EL MONTE,CALIFORNIA,LOS ANGELES CO,,34.0689316,-118.0298691,1896-05-02,1896,5,study skin,CA,Los Angeles Co,Los Angeles County
90728,,M,NA,,SS,,,NA,,11-Mar-77,Psittacidae,Agapornis roseicollis,Agapornis,ssp,   NA ,,,,NA,NA,3/11/1977,1977,3,study skin,NA,,
7756,DC947,F,NA,,SS,,,NA,"GAYLORD, H A",19 OCT 1895,Icteridae,Sturnella neglecta,Sturnella,,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,1895-10-19,1895,10,study skin,CA,Los Angeles Co,Los Angeles County
61244,,F,NA,Adult,SS,,OE,NA,"WILLIAMS, J G",5-Jun-65,Indicatoridae,Indicator variegatus,Indicator,variegatus,KENYA RIFT VALLEY PROV WEST POKOT DIST NA SIGOR,RIFT VALLEY PROV,WEST POKOT DIST,4000 F,1.48,35.47,6/5/1965,1965,6,study skin,NA,West Pokot Dist,West Pokot Dist
90750,5,M,NA,,KB,,,NA,,9-Oct-79,Estrildidae,Pyrenestes sanguineus,Pyrenestes,ssp,   NA ,,,,NA,NA,10/9/1979,1979,10,study skin with body (trunk) skeleton,NA,,
49583,,F,NA,,SS,,,NA,"PARTRIDGE, W H",8-Oct-59,Tyrannidae,Tyrannus savana,Tyrannus,savana,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/8/1959,1959,10,study skin,NA,,
71366,A1222,M,NA,,SS,,TE,49,"GLEN, R M",29-Jun-69,Trogonidae,Heterotrogon vittatus,Heterotrogon,vittatus,UGANDA KIGEZI DIST  NA ITAMA VIC,KIGEZI DIST,,5300 F,-0.98,29.68,6/29/1969,1969,6,study skin,NA,,
26839,933,M,NA,,SS,,,NA,"DENTE, E",8-Apr-57,Trochilidae,Amazilia fimbriata,Amazilia,nigricauda,BRAZIL ALAGOAS  NA QUEBRANGULO,ALAGOAS,,,-9.33,-36.48,4/8/1957,1957,4,study skin,NA,,
99432,22081,M,NA,,SS,,,NA,"PARTRIDGE, W H",15-Sep-59,Tyrannidae,Phylloscartes ventralis,Phylloscartes,ssp,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,9/15/1959,1959,9,study skin,NA,,
17991,,M,NA,,SS,,,NA,"MC COY, DR H N AND GEORGE WILLETT",12-Dec-32,Trochilidae,Doricha enicura,Doricha,,GUATEMALA SOLOLA  NA PANAJACHEL,SOLOLA,,,14.73,-91.15,12/12/1932,1932,12,study skin,NA,,
30334,500,F,NA,,SS,,,NA,"NORTHERN, J R",26-Feb-57,Columbidae,Zenaida galapagoensis,Zenaida,galapagoensis,GALAPAGOS IS TOWER IS  NA DARWIN BAY,TOWER IS,,,0.33,-89.97,2/26/1957,1957,2,study skin,NA,,
32359,15559,M,NA,,SS,,,NA,"BERLA, H F",4-Apr-56,Columbidae,Leptotila verreauxi,Leptotila,decipiens,BRAZIL GOIAS  NA SAO JOAO DA ALIANCA,GOIAS,,,-14.67,-47.58,4/4/1956,1956,4,study skin,NA,,
71857,A1201,F,NA,,SS,,ONE,15.5,"WILLIAMS, A E",27-Jun-69,Muscicapidae,Erithacus aequatorialis,Erithacus,,UGANDA KIGEZI DIST  NA ITAMA VIC,KIGEZI DIST,,5300 F,-0.98,29.68,6/27/1969,1969,6,study skin,NA,,
26624,,F,NA,Adult,SS,,ONE,NA,"WILLIAMS, J G",9-Apr-52,Muscicapidae,Phylloscopus ruficapilla,Phylloscopus,johnstoni,TANZANIA MBEYA REGN RUNGWE DIST NA MT RUNGWE FOREST,MBEYA REGN,RUNGWE DIST,8000 F,-9.13,33.67,4/9/1952,1952,4,study skin,NA,Rungwe Dist,Rungwe Dist
21333,237,M,NA,,SS,,,NA,"WILLETT, GEORGE",26-Apr-07,Charadriidae,Charadrius semipalmatus,Charadrius,,UNITED STATES CALIFORNIA LOS ANGELES CO NA ALAMITOS BAY,CALIFORNIA,LOS ANGELES CO,,33.7166,-118.1166,4/26/1907,1907,4,study skin,CA,Los Angeles Co,Los Angeles County
38620,,M,NA,,SS,,,NA,"OLALLA, A M",30-Jul-57,Tyrannidae,Tyrannus melancholicus,Tyrannus,melancholicus,BRAZIL PARA  NA VISTA ALEGRE,PARA,,,NA,NA,7/30/1957,1957,7,study skin,NA,,
56878,23,M,NA,,SS,,,NA,"KOVACS, A",27-Jan-60,Rhinocryptidae,Scelorchilus rubecula,Scelorchilus,rubecula,ARGENTINA RIO NEGRO PROV  NA EL BOLSON,RIO NEGRO PROV,,,-41.97,-71.52,1/27/1960,1960,1,study skin,NA,,
118369,,F,NA,,SN,,OV = GRANULAR,NA,,9-Feb-88,Alcedinidae,Ceryle alcyon,Ceryle,caurina,UNITED STATES CALIFORNIA RIVERSIDE CO NA WHITEWATER CANYON,CALIFORNIA,RIVERSIDE CO,,NA,NA,2/9/1988,1988,2,complete skeleton,CA,Riverside Co,Riverside County
9752,5064,F,NA,,SS,,,NA,"DAGGETT, F S",13-Apr-06,Emberizidae,Passerella iliaca,Passerella,iliaca,UNITED STATES ILLINOIS COOK CO NA BERWYN,ILLINOIS,COOK CO,,41.8505898,-87.7936668,4/13/1906,1906,4,study skin,IL,Cook Co,Cook County
122411,93-03,M,NA,,SN,,,NA,"GUTHRIE, D A",00 DEC 1992,Anatidae,Anas cyanoptera,Anas,septentrionalium,UNITED STATES CALIFORNIA IMPERIAL CO NA CALIPATRIA,CALIFORNIA,IMPERIAL CO,,33.1691688,-115.4932594,NA,NA,NA,complete skeleton,CA,Imperial Co,Imperial County
989,,F,NA,,SS,,,NA,"WHEELER, MRS A M",20-Nov-15,Columbidae,Columbina inca,Columbina,,UNITED STATES ARIZONA PIMA CO NA TUCSON,ARIZONA,PIMA CO,,32.2217751,-110.926445,11/20/1915,1915,11,study skin,AZ,Pima Co,Pima County
44621,,F,NA,,SS,,,NA,"DENTE, E",16-Oct-60,Emberizidae,Thraupis episcopus,Thraupis,episcopus,BRAZIL PARA  NA RIO CURURU,PARA,,,-7.2,-58.05,10/16/1960,1960,10,study skin,NA,,
87223,,F,NA,,SN,,,NA,"WILLETT, G W",8-Sep-33,Laridae,Larus occidentalis,Larus,ssp,UNITED STATES CALIFORNIA LOS ANGELES CO NA SAN PEDRO VIC,CALIFORNIA,LOS ANGELES CO,,33.75,-118.3166667,9/8/1933,1933,9,complete skeleton,CA,Los Angeles Co,Los Angeles County
75040,235,U,NA,,SS,,,NA,"WALTNER, R C",8-Jun-68,Paridae,Parus monticolus,Parus,monticolus,INDIA UTTAR PRADESH DEHRA DUN DIST NA MUSSOORIE,UTTAR PRADESH,DEHRA DUN DIST,7100 F,30.43,78.08,6/8/1968,1968,6,study skin,NA,Dehra Dun Dist,Dehra Dun Dist
16075,,U,NA,,BM,,,NA,,00 XXX 0000,Laridae,Sterna elegans,Sterna,,   NA ,,,,NA,NA,NA,NA,NA,taxidermied body mount,NA,,
25617,473,M,NA,,SS,,,NA,"BARROS V, R",21-Feb-41,Rhinocryptidae,Scelorchilus rubecula,Scelorchilus,rubecula,CHILE LLANQUIHUE PROV MAULLIN DEPT NA MAULLIN,LLANQUIHUE PROV,MAULLIN DEPT,,-41.63,-73.62,2/21/1941,1941,2,study skin,NA,Maullin Dept,Maullin Dept
89421,,M,NA,,SN,,,NA,,1-Nov-65,Muscicapidae,Leiothrix lutea,Leiothrix,ssp,   NA ,,,,NA,NA,11/1/1965,1965,11,complete skeleton,NA,,
104508,1136,M,NA,,SS,C:30.2; W:180.0; T:41.2; TAIL:90.0,T = 2.0 X 2.0,248,"MC KERNAN, R L",21-Sep-88,Procellariidae,Puffinus lherminieri,Puffinus,ssp,UNITED STATES NORTH CAROLINA DARE CO NA OREGON INLET,NORTH CAROLINA,DARE CO,,35.7739191,-75.5358553,9/21/1988,1988,9,study skin,NC,Dare Co,Dare County
106612,OC88258,F,NA,,SS,,LFOLL= 3.5; CONVOLUTED OVIDUCT,445,"SPEAR, L",22-Nov-88,Procellariidae,Pterodroma rostrata,Pterodroma,rostrata,   NA ,,,,2,-140,11/22/1988,1988,11,study skin,NA,,
76487,14127,M,NA,Adult,SS,,,NA,,11-Aug-52,Alcedinidae,Halcyon albiventris,Halcyon,vociferans,SOUTH AFRICA TRANSVAAL PROV  NA NEWINGTON VIC,TRANSVAAL PROV,,900 F,-24.87,31.4,8/11/1952,1952,8,study skin,NA,,
64060,W8,F,NA,Adult,SS,,ONE,16,"WILLIAMS, J G AND A E",14-Jun-66,Muscicapidae,Erithacus erythrothorax,Erithacus,mabirae,UGANDA BUNYORO KINGDOM  NA ,BUNYORO KINGDOM,,4500 F,1.75,31.58,6/14/1966,1966,6,study skin,NA,,
71998,A461,F,NA,,SS,,ONE,18,"WILLIAMS, A E",22-May-69,Muscicapidae,Bradypterus graueri,Bradypterus,,UGANDA KIGEZI DIST  NA IMPENETRABLE FOREST,KIGEZI DIST,,6750 F,-1,29.67,5/22/1969,1969,5,study skin,NA,,
42531,766,M,NA,,SS,,,NA,"DENTE, E",8-Jun-60,Picidae,Veniliornis affinis,Veniliornis,ruficeps,BRAZIL PARA  NA BELEM-BRASILIA RD,PARA,,,NA,NA,6/8/1960,1960,6,study skin,NA,,
121060,51275,M,8712,,SN,C=64.4; W=138; T=38.5; TAIL=52,L+R T=3X2,90,WETLANDS AND WILDLIFE CARE,28-Mar-16,Scolopacidae,Limnodromus scolopaceus,Limnodromus,,UNITED STATES CALIFORNIA ORANGE CO NA HUNTINGTON BEACH,CALIFORNIA,ORANGE CO,,NA,NA,3/28/2016,2016,3,complete skeleton,CA,Orange Co,Orange County
107220,,U,NA,,SN,,,NA,"SCHREIBER, E A",00 JUL 1986,Sulidae,Sula sula,Sula,rubripes,JOHNSTON ATOLL SAND IS  NA ,SAND IS,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
103417,,U,NA,,SN,,,NA,"SCHREIBER, R W",12-Feb-86,Charadriidae,Pluvialis dominica,Pluvialis,fulva,JOHNSTON ATOLL JOHNSTON IS  NA ,JOHNSTON IS,,,16.75,-169.53,2/12/1986,1986,2,complete skeleton,NA,,
103346,84-07,F,NA,,SN,C:15.2; W:152.0; T:22.6; TAIL:78.0,,NA,"AINLEY, D G",16-Oct-84,Hydrobatidae,Oceanodroma leucorhoa,Oceanodroma,leucorhoa,   NA ,,,,0,-110,10/16/1984,1984,10,complete skeleton,NA,,
10340,3292,M,NA,,SS,,,NA,"DAGGETT, F S",12 MAR 1897,Hirundinidae,Tachycineta bicolor,Tachycineta,,UNITED STATES CALIFORNIA LOS ANGELES CO NA EL MONTE,CALIFORNIA,LOS ANGELES CO,,34.0689316,-118.0298691,1897-03-12,1897,3,study skin,CA,Los Angeles Co,Los Angeles County
105493,OC88-51,F,4610,,SS,,LF = 1.1; CONVOLUTED OVIDUCT,153,"SPEAR, L B",29-May-88,Procellariidae,Pterodroma longirostris,Pterodroma,,   NA ,,,,9,-140,5/29/1988,1988,5,study skin,NA,,
109079,86054,U,NA,,SN,,,255,"HUNT, G L",8-Aug-86,Alcidae,Aethia cristatella,Aethia,,BERING SEA   NA ST MATTHEW IS,,,,NA,NA,8/8/1986,1986,8,complete skeleton,NA,,
118498,26203,M,NA,,SN,,,NA,SAN DIEGO ZOOLOGICAL SOCIETY,17-Mar-89,Cotingidae,Xipholena punicea,Xipholena,,   NA ,,,,NA,NA,3/17/1989,1989,3,complete skeleton,NA,,
71154,86,F,NA,,SS,,,NA,"AILANJIAN, M",31-Dec-68,Muscicapidae,Cisticola cantans,Cisticola,swanzii,IVORY COAST NORD  NA KORHOGO,NORD,,,9.45,-5.63,12/31/1968,1968,12,study skin,NA,,
39027,,M,NA,,SS,,,NA,"OLALLA, A M",17-Aug-57,Vireonidae,Hylophilus pectoralis,Hylophilus,,BRAZIL PARA  NA SANTAREM,PARA,,,-2.43,-54.7,8/17/1957,1957,8,study skin,NA,,
86611,,F,NA,,SN,,,NA,"JEWETT, S G",2-Nov-39,Anatidae,Aix sponsa,Aix,,UNITED STATES CALIFORNIA BUTTE CO NA GRIDLEY,CALIFORNIA,BUTTE CO,,39.4,-121.7,11/2/1939,1939,11,complete skeleton,CA,Butte Co,Butte County
43069,132,M,NA,,SS,,,NA,"DENTE, E",13-May-60,Cotingidae,Lipaugus vociferans,Lipaugus,,BRAZIL PARA  NA BELEM-BRASILIA RD,PARA,,,NA,NA,5/13/1960,1960,5,study skin,NA,,
8213,3506,F,NA,,SS,,,NA,"DAGGETT, F S",03 AUG 1898,Fringillidae,Carpodacus mexicanus,Carpodacus,clementis,UNITED STATES CALIFORNIA LOS ANGELES CO NA SANTA CATALINA IS,CALIFORNIA,LOS ANGELES CO,,33.4166667,-118.4166667,1898-08-03,1898,8,study skin,CA,Los Angeles Co,Los Angeles County
65708,IF663,F,NA,Adult,SS,,OE,13,"GLEN, R M",25-Mar-67,Nectariniidae,Nectarinia olivacea,Nectarinia,ragazzii,UGANDA KIGEZI DIST  NA ITAMA MINE,KIGEZI DIST,,5300 F,-0.98,29.68,3/25/1967,1967,3,study skin,NA,,
67698,B974,F,NA,,SS,,ONE,33,"WILLIAMS, A E",18-Jul-67,Ploceidae,Ploceus nigerrimus,Ploceus,nigerrimus,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,7/18/1967,1967,7,study skin,NA,Bwamba Co,Bwamba County
40374,,F,NA,,SS,,,NA,"LIMA, J L",31-Aug-58,Icteridae,Cacicus haemorrhous,Cacicus,affinis,BRAZIL MATO GROSSO  NA LOTE SUEDIA,MATO GROSSO,,,NA,NA,8/31/1958,1958,8,study skin,NA,,
56896,1659,M,NA,,SS,,,NA,"KOVACS, A",8-Jun-61,Phytotomidae,Phytotoma rara,Phytotoma,,ARGENTINA RIO NEGRO PROV  NA EL BOLSON,RIO NEGRO PROV,,,-41.97,-71.52,6/8/1961,1961,6,study skin,NA,,
115175,05-0861,M,7217,Adult,SS,,L + R T = 4 X 3,468,IBRRC,25-Dec-05,Laridae,Larus heermanni,Larus,,UNITED STATES CALIFORNIA LOS ANGELES CO NA DOCKWEILER STATE BEACH,CALIFORNIA,LOS ANGELES CO,,NA,NA,12/25/2005,2005,12,study skin,CA,Los Angeles Co,Los Angeles County
65566,IF530,F,NA,Adult,SS,,ONE,NA,"ARCHER, A L",26-Mar-67,Muscicapidae,Bathmocercus cerviniventris,Bathmocercus,vulpinus,UGANDA KIGEZI DIST  NA ITAMA MINE,KIGEZI DIST,,5300 F,-0.98,29.68,3/26/1967,1967,3,study skin,NA,,
74238,59,F,NA,,SS,,,30,"ITHIA, J",31-Oct-69,Ploceidae,Ploceus baglafecht,Ploceus,reichenowi,KENYA EASTERN PROV MACHAKOS DIST NA KALAMA,EASTERN PROV,MACHAKOS DIST,,-1.6,37.33,10/31/1969,1969,10,study skin,NA,Machakos Dist,Machakos Dist
31191,27970,M,NA,,SS,,,NA,"CARRIKER, M A JR",29-Apr-58,Trochilidae,Heliothryx barroti,Heliothryx,,COLOMBIA NARINO  NA LA GUAYACANA,NARINO,,600 M,1.43,-78.45,4/29/1958,1958,4,study skin,NA,,
114407,,F,6883,,SS,,"O= 11 X 4, SMOOTH",151,"WILSON, K",25-Dec-05,Phasianidae,Callipepla californica,Callipepla,canfieldae,UNITED STATES CALIFORNIA INYO CO NA BISHOP,CALIFORNIA,INYO CO,,37.3652992,-118.3957214,12/25/2005,2005,12,study skin,CA,Inyo Co,Inyo County
15726,,F,NA,,SS,,,NA,"SMITH, AUSTIN",6-Feb-29,Parulidae,Vermivora gutturalis,Vermivora,,COSTA RICA CARTAGO PROV  NA VOLCAN IRAZU,CARTAGO PROV,,10000 F,9.97,-83.88,2/6/1929,1929,2,study skin,NA,,
1302,JH475,M,NA,,SS,,,NA,"WYMAN, L E",18-May-16,Hirundinidae,Petrochelidon pyrrhonota,Petrochelidon,pyrrhonota,UNITED STATES CALIFORNIA ORANGE CO NA LAGUNA CANYON,CALIFORNIA,ORANGE CO,,33.5833333,-117.75,5/18/1916,1916,5,study skin,CA,Orange Co,Orange County
95213,17105,M,NA,,SS,,,NA,"PARTRIDGE, W H",26-Jul-59,Emberizidae,Sicalis flaveola,Sicalis,pelzelni,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/26/1959,1959,7,study skin,NA,,
46654,17404,M,NA,,SS,,,NA,"PARTRIDGE, W H",27-Jul-59,Falconidae,Falco sparverius,Falco,cinnamominus,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/27/1959,1959,7,study skin,NA,,
92136,PMG913,U,NA,,AL,,,9.5,"KEMPER, C A",26-Sep-73,Parulidae,Vermivora peregrina,Vermivora,,UNITED STATES WISCONSIN EAU CLAIRE CO NA EAU CLAIRE,WISCONSIN,EAU CLAIRE CO,,44.8098524,-91.4907073,9/26/1973,1973,9,entire specimen preserved in alcohol,WI,Eau Claire Co,Eau Claire County
63399,,F,NA,Adult,SS,,OSE,NA,"WILLIAMS, J G",22-Sep-46,Nectariniidae,Nectarinia johnstoni,Nectarinia,dartmouthi,UGANDA KIGEZI DIST  NA MT MUHAVURA,KIGEZI DIST,,10000 F,-1.38,29.67,9/22/1946,1946,9,study skin,NA,,
46220,,M,NA,,SS,,,NA,"BLANCHARD, S AND M AILANJIAN",18-Mar-67,Psittacidae,Psittacula krameri,Psittacula,krameri,IVORY COAST NORD REGN  NA WOLO,NORD REGN,,,9.53,-5.42,3/18/1967,1967,3,study skin,NA,,
41252,758,M,NA,,SS,W:98.0;TAIL:77.0,,37,"WOLF, L",14-Jan-59,Tyrannidae,Myiozetetes similis,Myiozetetes,texensis,GUATEMALA ALTA VERAPAZ PANZOS NA PANZOS,ALTA VERAPAZ,PANZOS,800 F,15.4,-89.67,1/14/1959,1959,1,study skin,NA,Panzos,Panzos
23052,1008,M,NA,Immature,SS,,,NA,"WILLETT, GEORGE",3-Sep-11,Emberizidae,Piranga ludoviciana,Piranga,,UNITED STATES CALIFORNIA LOS ANGELES CO NA MONROVIA,CALIFORNIA,LOS ANGELES CO,,34.2000008,-117.9958801,9/3/1911,1911,9,study skin,CA,Los Angeles Co,Los Angeles County
19454,,M,NA,Adult,SS,,,NA,"WEBER, J A",27-May-18,Tyrannidae,Contopus virens,Contopus,,UNITED STATES NEW JERSEY BERGEN CO NA FORT LEE,NEW JERSEY,BERGEN CO,,40.82,-73.97,5/27/1918,1918,5,study skin,NJ,Bergen Co,Bergen County
4186,,F,NA,,SS,,,NA,"DIPPIE, G F",05 DEC 1894,Phasianidae,Lagopus lagopus,Lagopus,alleni,CANADA NEWFOUNDLAND PROV  NA ,NEWFOUNDLAND PROV,,,NA,NA,1894-12-05,1894,12,study skin,NA,,
52234,,M,NA,,SS,,,NA,"PARTRIDGE, W H",25-Oct-59,Tyrannidae,Hemitriccus diops,Hemitriccus,diops,ARGENTINA MISIONES PROV  NA BAZETTI,MISIONES PROV,,,NA,NA,10/25/1959,1959,10,study skin,NA,,
78445,19493,M,NA,,SS,,TE,5,"STAGER, K E",22-Jun-71,Muscicapidae,Apalis cinerea,Apalis,cinerea,KENYA EASTERN PROV MARSABIT DIST NA LAKE PARADISE,EASTERN PROV,MARSABIT DIST,4300 F,2.27,37.93,6/22/1971,1971,6,study skin,NA,Marsabit Dist,Marsabit Dist
107304,,U,NA,Juvenile,SS,,,NA,"MCCLURE, H E",2-Jul-89,Fringillidae,Carpodacus mexicanus,Carpodacus,frontalis,UNITED STATES CALIFORNIA VENTURA CO NA CAMARILLO,CALIFORNIA,VENTURA CO,,34.2220475,-119.0342812,7/2/1989,1989,7,study skin,CA,Ventura Co,Ventura County
94587,,F,NA,,SS,,,NA,"PARTRIDGE, W H",2-Oct-59,Emberizidae,Trichothraupis melanops,Trichothraupis,,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/2/1959,1959,10,study skin,NA,,
97961,17380,M,NA,,SS,,,NA,"PARTRIDGE, W H",27-Jul-59,Psittacidae,Pyrrhura frontalis,Pyrrhura,chiripepe,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/27/1959,1959,7,study skin,NA,,
66734,B547,F,NA,Juvenile,SS,,ONE,652,"WILLIAMS, A E",3-Jul-67,Accipitridae,Polyboroides typus,Polyboroides,typus,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2200 F,0.82,30.07,7/3/1967,1967,7,study skin,NA,Bwamba Co,Bwamba County
15420,,M,NA,,SS,,,NA,"SMITH, AUSTIN",4-Dec-28,Tyrannidae,Myiarchus nuttingi,Myiarchus,nuttingi,COSTA RICA PUNTARENAS PROV  NA TAMBOR,PUNTARENAS PROV,,,9.75,-85,12/4/1928,1928,12,study skin,NA,,
50027,114,F,NA,,SS,,,NA,"ASHCRAFT, G P",8-Mar-38,Sulidae,Sula nebouxii,Sula,,MEXICO NAYARIT  NA ISABEL IS,NAYARIT,,,21.85885065,-105.883786,3/8/1938,1938,3,study skin,NA,,
65785,IF151,M,NA,,SS,,,NA,"WILLIAMS, A E",8-Mar-67,Nectariniidae,Nectarinia venusta,Nectarinia,igneiventris,UGANDA KIGEZI DIST  NA IMPENETRABLE FOREST,KIGEZI DIST,,7000 F,-1,29.67,3/8/1967,1967,3,study skin,NA,,
26818,613,U,NA,,SS,,,NA,"DENTE, E",8-Mar-57,Picidae,Picumnus exilis,Picumnus,pernambucensis,BRAZIL ALAGOAS  NA USINA SINIMBU,ALAGOAS,,,-9.92,-36.13,3/8/1957,1957,3,study skin,NA,,
121012,17-3826,M,8884,,SS,,L+R T=2X1,71.8,CALIFORNIA WILDLIFE CENTER,30-Oct-17,Icteridae,Sturnella neglecta,Sturnella,,UNITED STATES CALIFORNIA LOS ANGELES CO NA WEST LOS ANGELES,CALIFORNIA,LOS ANGELES CO,,NA,NA,10/30/2017,2017,10,study skin,CA,Los Angeles Co,Los Angeles County
38974,,F,NA,,SS,,,NA,"OLALLA, A M",13-Jul-57,Troglodytidae,Troglodytes aedon,Troglodytes,albicans,BRAZIL PARA  NA JACUARA,PARA,,,NA,NA,7/13/1957,1957,7,study skin,NA,,
18624,,M,NA,Adult,SS,,,NA,"WILLETT, GEORGE",1-Jul-36,Emberizidae,Melospiza lincolnii,Melospiza,gracilis,UNITED STATES ALASKA  NA PETERSBURG,ALASKA,,,56.8121529,-132.9572754,7/1/1936,1936,7,study skin,AK,,
39631,3133,F,NA,,SS,,,NA,"ARVEY, M DALE",28-Feb-60,Mimidae,Mimus gilvus,Mimus,tolimensis,COLOMBIA CUNDINAMARCA  NA FUSAGASUGA,CUNDINAMARCA,,,4.42,-74.4,2/28/1960,1960,2,study skin,NA,,
87063,,U,NA,,SN,,,NA,"WILLETT, G W",25-Nov-33,Recurvirostridae,Recurvirostra americana,Recurvirostra,,UNITED STATES CALIFORNIA IMPERIAL CO NA SALTON SEA,CALIFORNIA,IMPERIAL CO,,33.33,-115.83,11/25/1933,1933,11,complete skeleton,CA,Imperial Co,Imperial County
