"","X.2","catalog","genus","species","sex","date","country","county","state","loc","tl","ws","wc","ossif","wt","description","skin","skeleton","tissue","wing","ethanol","year","month","decade","collection","order","family","locality","Sex","X.1","X","lacm","field","laf","age","specnat","measure","gonads","coll","datecoll","spp","ele","lat","lng","Description","abv","cty","cty2","nat","mount","name"
"499",2020,102457,"Catharus","Catharus guttatus","M","1984-10-18","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.5,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1984,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MONTE NIDO","M",33976,33976,102457,"KLG502",NA,"Unassigned","FB","C:12.4;W:87.0;T:25.3;TAIL:71.0","T = 1.5 X 1","GLATT, P","18 OCT 1984","ssp","",34.0833333,-118.6833333,"flat skin and complete skeleton","CA","Los Angeles Co","Los Angeles County","other",NA,"LACM 102457"
"500",2021,110476,"Catharus","Catharus guttatus","M","1997-10-19","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.8,"complete skeleton",NA,"skel_full",NA,NA,NA,1997,10,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MT WASHINGTON DISTRICT","M",33977,33977,110476,"",NA,"Unassigned","SN","","L+R TESTES= 1 X 1, BLACK","DONAHUE, J P","19 OCT 1997","ssp","",34.1,-118.2166667,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 110476"
"501",2022,92516,"Catharus","Catharus guttatus","M","1980-10-31","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,24.1,"entire specimen preserved in alcohol",NA,NA,NA,NA,"fluid_full",1980,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PALOS VERDES ESTATES","M",33978,33978,92516,"PMG1114",NA,"Unassigned","AL","","T = 2 X 2","ZARCHOW, N","31 OCT 1980","ssp","",33.75,-118.466667,"entire specimen preserved in alcohol","CA","Los Angeles Co","Los Angeles County","fluid",NA,"LACM 92516"
"502",2023,103231,"Catharus","Catharus guttatus","F","1985-11-10","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,26,"complete skeleton",NA,"skel_full",NA,NA,NA,1985,11,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SHERMAN OAKS","F",33979,33979,103231,"786",NA,"Unassigned","SN","C:13.1; W:92.0; T:29.3; TAIL:72.0","O = 2 X 1","GARRETT, K L","10 NOV 1985","ssp","",34.1539345,-118.4450912,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 103231"
"503",2024,100392,"Catharus","Catharus guttatus","F","1982-10-09","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.5,"complete skeleton",NA,"skel_full",NA,NA,NA,1982,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA TOPANGA","F",33980,33980,100392,"SLM119",NA,"Unassigned","SN","C:12.5;W:91;T:29;TAIL:62","OV = 3 X 2","GARRETT, K L","09 OCT 1982","ssp","",34.1,-118.6,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 100392"
"504",2025,99755,"Catharus","Catharus guttatus","U","1977-10-28","UNITED STATES","Leon County","Florida",NA,NA,NA,NA,NA,22,"complete skeleton",NA,"skel_full",NA,NA,NA,1977,10,1970,"LACM","Passeriformes","Turdidae","UNITED STATES FLORIDA LEON CO NA TALLAHASSEE VIC","U",33981,33981,99755,"",NA,"Unassigned","SN","","","","28 OCT 1977","ssp","",30.4392021,-84.2926025,"complete skeleton","FL","Leon Co","Leon County","skeleton",NA,"LACM 99755"
"505",2027,101306,"Catharus","Catharus guttatus","F","1983-12-29","UNITED STATES","Riverside County","California",NA,NA,NA,NA,NA,25,"flat skin and complete skeleton","skin_flat","skel_full",NA,NA,NA,1983,12,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA RIVERSIDE CO NA WHITEWATER CANYON","F",33983,33983,101306,"SLM357",NA,"Unassigned","FB","C:11.6;W:84.0;T:29.1;TAIL:65.0","OV = 3 X 2","MC KERNAN, R L","29 DEC 1983","ssp","",33.966259,-116.6490936,"flat skin and complete skeleton","CA","Riverside Co","Riverside County","other",NA,"LACM 101306"
"506",2032,111483,"Catharus","Catharus guttatus","M","1999-11-17","UNITED STATES","Inyo County","California",NA,NA,NA,NA,NA,22.5,"complete skeleton",NA,"skel_full",NA,NA,NA,1999,11,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA INYO CO NA VIC BIG PINE","M",33988,33988,111483,"",NA,"Unassigned","SN","C=11.3; W=87.5; T=26.1; TAIL=69","L+R TESTES= 2 X 1","GORHAM, J & R","17 NOV 1999","ssp","",37.1649323,-118.2895432,"complete skeleton","CA","Inyo Co","Inyo County","skeleton",NA,"LACM 111483"
"507",2033,110750,"Catharus","Catharus guttatus","M","1998-10-01","UNITED STATES","Kern County","California",NA,NA,NA,NA,NA,23,"study skin","skin_study",NA,NA,NA,NA,1998,10,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA KERN CO NA GALILEO HILL PARK","M",33989,33989,110750,"",NA,"Unassigned","SS","","L+R TESTES= 2 X 1, BLACK;","HEINDEL, M T","01 OCT 1998","ssp","",35.2118254,-117.7550697,"study skin","CA","Kern Co","Kern County","study skin",NA,"LACM 110750"
"508",2034,105991,"Catharus","Catharus guttatus","F","1990-02-18","UNITED STATES","Lake County","California",NA,NA,NA,NA,NA,19,"complete skeleton",NA,"skel_full",NA,NA,NA,1990,2,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LAKE CO NA MIDDLETOWN","F",33990,33990,105991,"",NA,"Unassigned","SN","","","SCHREIBER, E A AND SCHENK, G A","18 FEB 1990","ssp","",38.7523041,-122.6160965,"complete skeleton","CA","Lake Co","Lake County","skeleton",NA,"LACM 105991"
"509",2037,111862,"Catharus","Catharus guttatus","F","1999-04-28","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,27.8,"study skin","skin_study",NA,NA,NA,NA,1999,4,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA ARCADIA","F",33997,33997,111862,"",NA,"Unassigned","SS","W=93","OV= 7 X 4, SLIGHTLY GRANULAR","WINSLOW, D","28 APR 1999","ssp","",34.1397305,-118.0353432,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 111862"
"510",2040,111269,"Catharus","Catharus guttatus","M","1998-10-10","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18,"complete skeleton",NA,"skel_full",NA,NA,NA,1998,10,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA EAST LONG BEACH","M",34001,34001,111269,"",NA,"Unassigned","SN","C=11.6; W=86.5; T=24.5; TAIL=64.5","LT= 1.5 X 1; RT= 2 X 1","SHEAFFER, B C","10 OCT 1998","ssp","",33.7745814,-118.1737518,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 111269"
"511",2041,112131,"Catharus","Catharus guttatus","M","2002-01-13","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,20.3,"study skin","skin_study",NA,NA,NA,NA,2002,1,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LA CANADA FLINTRIDGE","M",34003,34003,112131,"",NA,"Unassigned","SS","","L+R TESTES= 1MM, BLACK","KOTIN, M","13 JAN 2002","ssp","",34.210704,-118.2004775,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112131"
"512",2042,110880,"Catharus","Catharus guttatus","F","1999-01-01","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23,"complete skeleton",NA,"skel_full",NA,NA,NA,1999,1,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LONG BEACH","F",34005,34005,110880,"",NA,"Unassigned","SN","C:11.5; W:83; T:27.3; TAIL:64","OV= 7 X 2.5, SMOOTH","SHEAFFER, B C","01 JAN 1999","ssp","",33.7756966,-118.1892216,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 110880"
"513",2044,105627,"Catharus","Catharus guttatus","M","1988-01-20","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,26,"complete skeleton",NA,"skel_full",NA,NA,NA,1988,1,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","M",34007,34007,105627,"",NA,"Unassigned","SN","C:12.6; W:90; T:27.5; TAIL:90","T = 2 X 1","SMITH, M","20 JAN 1988","ssp","",34.0320587,-118.301651,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 105627"
"514",2046,111503,"Catharus","Catharus guttatus","U","2000-10-25","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,21.9,"complete skeleton",NA,"skel_full",NA,NA,NA,2000,10,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","U",34009,34009,111503,"2000-0598",NA,"Unassigned","SN","C=11.5; T=27.3","","CALIFORNIA WILDLIFE CENTER","25 OCT 2000","ssp","",34.0347371,-118.7354278,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 111503"
"515",2047,112365,"Catharus","Catharus guttatus","M","2002-10-13","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,22.3,"study skin","skin_study",NA,NA,NA,NA,2002,10,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","M",34010,34010,112365,"2295",NA,"Unassigned","SS","","L+R TESTES= 1.5 X 1.0, BLACK","CALIFORNIA WILDLIFE CENTER","13 OCT 2002","ssp","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112365"
"516",2052,109497,"Catharus","Catharus guttatus","M","1990-10-24","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,24,"study skin","skin_study",NA,NA,NA,NA,1990,10,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PALOS VERDES PENINSULA","M",34017,34017,109497,"",NA,"Unassigned","SS","","T= 2 X 2, BLACK","KINCHELOE, M","24 OCT 1990","ssp","",33.7717275,-118.3742523,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 109497"
"517",2053,110887,"Catharus","Catharus guttatus","M",NA,"UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,22,"complete skeleton",NA,"skel_full",NA,NA,NA,NA,NA,NA,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","M",34018,34018,110887,"",NA,"Unassigned","SN","W:86","L+R TESTES= 1.5 X 1.0, BLACK","ALSOBROOK, T","EARLY 1998","ssp","",34.1444969,-118.1300507,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 110887"
"518",2054,109188,"Catharus","Catharus guttatus","M","1995-12-05","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,26,"study skin","skin_study",NA,NA,NA,NA,1995,12,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA RANCHO PALOS VERDES","M",34019,34019,109188,"",NA,"Unassigned","SS","","T= 1 X 1","CORNYN, J","05 DEC 1995","ssp","",33.7719269,-118.3758545,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 109188"
"519",2055,110710,"Catharus","Catharus guttatus","F","1999-01-13","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,28,"study skin","skin_study",NA,NA,NA,NA,1999,1,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA RANCHO PALOS VERDES","F",34020,34020,110710,"",NA,"Unassigned","SS","W:87","OV= 5 X 1.5","FOSSE, M A","13 JAN 1999","ssp","",33.7719269,-118.3758545,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 110710"
"520",2056,111908,"Catharus","Catharus guttatus","M","19-01-03","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,25.7,"complete skeleton",NA,"skel_full",NA,NA,NA,19,1,10,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA RANCHO PALOS VERDES","M",34021,34021,111908,"",NA,"Unassigned","SN","C=14.2; W=89.5; T=28.0; TAIL=66.5","L+R TESTES= 2 X 1.5, BLACK","HOGGAN, M C","03 JAN 19XX","ssp","",33.7719269,-118.3758545,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 111908"
"521",2062,104901,"Catharus","Catharus guttatus","M","1989-10-30","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.5,"study skin","skin_study",NA,NA,NA,NA,1989,10,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SIERRA MADRE","M",34028,34028,104901,"",NA,"Unassigned","SS","","","LITTLE, P","30 OCT 1989","ssp","",34.1616726,-118.052845,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 104901"
"522",2063,110214,"Catharus","Catharus guttatus","F","1997-10-07","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,21.1,"study skin","skin_study",NA,NA,NA,NA,1997,10,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA TOPANGA","F",34029,34029,110214,"",NA,"Unassigned","SS","","OV= 5 X 1.5","NORTON, D","07 OCT 1997","ssp","",34.0873553,-118.5991287,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 110214"
"523",2065,104897,"Catharus","Catharus guttatus","U","1989-09-06","UNITED STATES","San Luis Obispo County","California",NA,NA,NA,NA,NA,21,"study skin","skin_study",NA,NA,NA,NA,1989,9,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA SAN LUIS OBISPO CO NA CAMBRIA","U",34032,34032,104897,"",NA,"Unassigned","SS","","","BROWNELL, R L JR.","06 SEP 1989","ssp","",35.5636482,-121.0817413,"study skin","CA","San Luis Obispo Co","San Luis Obispo County","study skin",NA,"LACM 104897"
"524",2066,110845,"Catharus","Catharus guttatus","F","1997-12-05","UNITED STATES","Sonoma County","California",NA,NA,NA,NA,NA,29,"complete skeleton",NA,"skel_full",NA,NA,NA,1997,12,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA SONOMA CO NA BODEGA BAY","F",34033,34033,110845,"",NA,"Unassigned","SN","C:13.3; W:90; T:28; TAIL:69","OV= 5 X 2","STAGER, H K","05 DEC 1997","ssp","",38.3221007,-123.032245,"complete skeleton","CA","Sonoma Co","Sonoma County","skeleton",NA,"LACM 110845"
"525",2067,110844,"Catharus","Catharus guttatus","F","1997-02-28","UNITED STATES","Sonoma County","California",NA,NA,NA,NA,NA,21,"complete skeleton",NA,"skel_full",NA,NA,NA,1997,2,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA SONOMA CO NA BODEGA BAY","F",34034,34034,110844,"",NA,"Unassigned","SN"," C:12.5; W:85; T:27.5; TAIL:63","OV= 6.0 X 2.5","STAGER, H K","28 FEB 1997","ssp","",38.3221007,-123.032245,"complete skeleton","CA","Sonoma Co","Sonoma County","skeleton",NA,"LACM 110844"
"526",2068,110780,"Catharus","Catharus guttatus","M","1998-12-25","UNITED STATES","Tulare County","California",NA,NA,NA,NA,NA,24,"study skin","skin_study",NA,NA,NA,NA,1998,12,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA TULARE CO NA CAMP NELSON","M",34035,34035,110780,"",NA,"Unassigned","SS","","L+R TESTES = 2.0 X 1.5","INGALLS, M","25 DEC 1998","ssp","",36.1427269,-118.6092567,"study skin","CA","Tulare Co","Tulare County","study skin",NA,"LACM 110780"
"527",2069,106804,"Catharus","Catharus guttatus","F","1984-03-13","UNITED STATES","Ventura County","California",NA,NA,NA,NA,NA,21,"complete skeleton",NA,"skel_full",NA,NA,NA,1984,3,1980,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA VENTURA CO NA CAMARILLO","F",34036,34036,106804,"",NA,"Unassigned","SN","","OVARY GRANULAR","MCCLURE, H E","13 MAR 1984","ssp","",34.2220475,-119.0342812,"complete skeleton","CA","Ventura Co","Ventura County","skeleton",NA,"LACM 106804"
"528",2071,111566,"Catharus","Catharus guttatus","F","2001-03-02","UNITED STATES","Kern County","California",NA,NA,NA,NA,NA,16,"complete skeleton",NA,"skel_full",NA,NA,NA,2001,3,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA KERN CO NA LAKE ISABELLA","F",34038,34038,111566,"",NA,"Unassigned","SN","W=86","OVARY= SMALL, SMOOTH, DARK","GALLION, T","02 MAR 2001","ssp","",35.67902,-118.451318,"complete skeleton","CA","Kern Co","Kern County","skeleton",NA,"LACM 111566"
"529",2072,109410,"Catharus","Catharus guttatus","F","1995-10-29","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.9,"study skin","skin_study",NA,NA,NA,NA,1995,10,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","F",34039,34039,109410,"",NA,"Unassigned","SS","","OV= 3 X 1.5","DONAHUE, J P","29 OCT 1995","ssp","840 FT",34.0320587,-118.301651,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 109410"
"530",2073,106003,"Catharus","Catharus guttatus","M","1990-01-11","UNITED STATES","Sonoma County","California",NA,NA,NA,NA,NA,24,"study skin","skin_study",NA,NA,NA,NA,1990,1,1990,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA SONOMA CO NA PETALUMA","M",34040,34040,106003,"",NA,"Unassigned","SS","","L+R TESTES = 1 X 1, BLACKISH","SCHREIBER, E A AND SCHENK, G A","11 JAN 1990","ssp","",38.2390175,-122.6355972,"study skin","CA","Sonoma Co","Sonoma County","study skin",NA,"LACM 106003"
"531",2074,112132,"Catharus","Catharus guttatus","F","2002-10-11","UNITED STATES","Ventura County","California",NA,NA,NA,NA,NA,17.7,"study skin","skin_study",NA,NA,NA,NA,2002,10,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA VENTURA CO NA OAK PARK","F",34041,34041,112132,"2286",NA,"Unassigned","SS","","OV= 6 X 1.5, LIGHTLY GRANULAR","CALIFORNIA WILDLIFE CENTER","11 OCT 2002","ssp","",34.1902616,-118.762867,"study skin","CA","Ventura Co","Ventura County","study skin",NA,"LACM 112132"
"532",2077,112414,"Catharus","Catharus guttatus","F","2002-11-04","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19.2,"complete skeleton",NA,"skel_full",NA,NA,NA,2002,11,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA CHATSWORTH","F",34045,34045,112414,"2350",NA,"Unassigned","SN","C=14.1;  W=87; T=28.5; TAIL=68","OV= 5 X 2.5, LIGHTLY GRANULAR","CALIFORNIA WILDLIFE CENTER","04 NOV 2002","ssp","",34.257267,-118.6021576,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 112414"
"533",2085,112494,"Catharus","Catharus guttatus","M","2003-02-10","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,26,"complete skeleton",NA,"skel_full",NA,NA,NA,2003,2,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","M",34053,34053,112494,"2621",NA,"Unassigned","SN","C=12.3; W=90; T=29.3","L+R T= <1, BLACK","CALIFORNIA WILDLIFE CENTER","10 FEB 2003","ssp","",34.0320587,-118.301651,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 112494"
"534",2086,112713,"Catharus","Catharus guttatus","F","2002-12-14","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,24,"study skin","skin_study",NA,NA,NA,NA,2002,12,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","F",34054,34054,112713,"",NA,"Unassigned","SS","","OV= 4 X 1","MUELLER, P","14 DEC 2002","ssp","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112713"
"535",2087,112716,"Catharus","Catharus guttatus","M","2002-11-04","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,29.4,"study skin","skin_study",NA,NA,NA,NA,2002,11,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","M",34055,34055,112716,"",NA,"Unassigned","SS","","T= 2 X 1","MUELLER, P","04 NOV 2002","ssp","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112716"
"536",2088,112715,"Catharus","Catharus guttatus","F","2002-10-22","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.7,"study skin","skin_study",NA,NA,NA,NA,2002,10,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","F",34056,34056,112715,"",NA,"Unassigned","SS","","OV= 5 X 2","MUELLER, P","22 OCT 2002","ssp","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112715"
"537",2089,113974,"Catharus","Catharus guttatus","M","2003-11-10","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.5,"study skin","skin_study",NA,NA,NA,NA,2003,11,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","M",34057,34057,113974,"",NA,"Unassigned","SS","","T=1","MUELLER, P","10 NOV 2003","ssp","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 113974"
"538",2090,112714,"Catharus","Catharus guttatus","M","2003-11-04","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,25.2,"study skin","skin_study",NA,NA,NA,NA,2003,11,2000,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","M",34058,34058,112714,"",NA,"Unassigned","SS","","T= 2 X 1","MUELLER, P","04 NOV 2003","ssp","",34.0347371,-118.7354278,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 112714"
